comparison	strain	Line	OMA	N_generation	N_pSTR	motif_length	mutation	N_mutaiton	mutation_rate
Ancestor-O1MA	PB306	432	O1MA	228	18139	1	substitutions	599	7.24183522370621e-05
Ancestor-O1MA	PB306	432	O1MA	228	18139	2	substitutions	1	1.2089875164785e-07
Ancestor-O1MA	PB306	432	O1MA	228	18139	3	substitutions	2	2.417975032957e-07
Ancestor-O1MA	PB306	432	O1MA	228	18139	6	substitutions	3	3.6269625494355e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	1	deletions	97	1.15214707953283e-05
Ancestor-O1MA	PB306	435	O1MA	236	17837	2	deletions	14	1.66289269210924e-06
Ancestor-O1MA	PB306	435	O1MA	236	17837	3	deletions	1	1.18778049436374e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	4	deletions	3	3.56334148309123e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	6	deletions	2	2.37556098872749e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	1	insertions	72	8.55201955941896e-06
Ancestor-O1MA	PB306	435	O1MA	236	17837	2	insertions	10	1.18778049436374e-06
Ancestor-O1MA	PB306	435	O1MA	236	17837	3	insertions	1	1.18778049436374e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	1	substitutions	540	6.41401466956422e-05
Ancestor-O1MA	PB306	435	O1MA	236	17837	2	substitutions	1	1.18778049436374e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	3	substitutions	1	1.18778049436374e-07
Ancestor-O1MA	PB306	435	O1MA	236	17837	6	substitutions	1	1.18778049436374e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	1	deletions	93	1.1678062195099e-05
Ancestor-O1MA	PB306	436	O1MA	225	17697	2	deletions	17	2.1346995410396e-06
Ancestor-O1MA	PB306	436	O1MA	225	17697	4	deletions	3	3.7671168371287e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	5	deletions	1	1.25570561237623e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	6	deletions	2	2.51141122475247e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	1	insertions	73	9.16665097034651e-06
Ancestor-O1MA	PB306	436	O1MA	225	17697	2	insertions	7	8.78993928663364e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	6	insertions	2	2.51141122475247e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	1	substitutions	545	6.84359558745048e-05
Ancestor-O1MA	PB306	436	O1MA	225	17697	2	substitutions	1	1.25570561237623e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	3	substitutions	1	1.25570561237623e-07
Ancestor-O1MA	PB306	436	O1MA	225	17697	6	substitutions	3	3.7671168371287e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	1	deletions	149	1.87779085089887e-05
Ancestor-O1MA	PB306	437	O1MA	228	17401	2	deletions	28	3.52873448491063e-06
Ancestor-O1MA	PB306	437	O1MA	228	17401	3	deletions	3	3.78078694811853e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	4	deletions	3	3.78078694811853e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	6	deletions	2	2.52052463207902e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	1	insertions	174	2.19285642990875e-05
Ancestor-O1MA	PB306	437	O1MA	228	17401	2	insertions	7	8.82183621227657e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	5	insertions	1	1.26026231603951e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	6	insertions	1	1.26026231603951e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	1	substitutions	452	5.69638566849858e-05
Ancestor-O1MA	PB306	437	O1MA	228	17401	2	substitutions	2	2.52052463207902e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	3	substitutions	1	1.26026231603951e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	4	substitutions	2	2.52052463207902e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	5	substitutions	1	1.26026231603951e-07
Ancestor-O1MA	PB306	437	O1MA	228	17401	6	substitutions	6	7.56157389623706e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	1	deletions	166	2.25126443758939e-05
Ancestor-O1MA	PB306	440	O1MA	213	17309	2	deletions	40	5.42473358455275e-06
Ancestor-O1MA	PB306	440	O1MA	213	17309	3	deletions	5	6.78091698069093e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	4	deletions	5	6.78091698069093e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	6	deletions	4	5.42473358455275e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	1	insertions	258	3.49895316203652e-05
Ancestor-O1MA	PB306	440	O1MA	213	17309	2	insertions	12	1.62742007536582e-06
Ancestor-O1MA	PB306	440	O1MA	213	17309	3	insertions	3	4.06855018841456e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	5	insertions	1	1.35618339613819e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	6	insertions	3	4.06855018841456e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	1	substitutions	468	6.34693829392671e-05
Ancestor-O1MA	PB306	440	O1MA	213	17309	2	substitutions	5	6.78091698069093e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	3	substitutions	3	4.06855018841456e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	4	substitutions	1	1.35618339613819e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	5	substitutions	2	2.71236679227637e-07
Ancestor-O1MA	PB306	440	O1MA	213	17309	6	substitutions	10	1.35618339613819e-06
Ancestor-O1MA	PB306	442	O1MA	228	17608	1	deletions	59	7.34813521764429e-06
Ancestor-O1MA	PB306	442	O1MA	228	17608	2	deletions	16	1.99271463529337e-06
Ancestor-O1MA	PB306	442	O1MA	228	17608	5	deletions	1	1.24544664705835e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	6	deletions	2	2.49089329411671e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	1	insertions	59	7.34813521764429e-06
Ancestor-O1MA	PB306	442	O1MA	228	17608	2	insertions	8	9.96357317646684e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	3	insertions	1	1.24544664705835e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	6	insertions	2	2.49089329411671e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	1	substitutions	393	4.89460532293933e-05
Ancestor-O1MA	PB306	442	O1MA	228	17608	2	substitutions	1	1.24544664705835e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	3	substitutions	1	1.24544664705835e-07
Ancestor-O1MA	PB306	442	O1MA	228	17608	6	substitutions	4	4.98178658823342e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	1	deletions	127	1.57425734719539e-05
Ancestor-O1MA	PB306	443	O1MA	226	17848	2	deletions	19	2.35518815722145e-06
Ancestor-O1MA	PB306	443	O1MA	226	17848	4	deletions	4	4.95829085730832e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	6	deletions	1	1.23957271432708e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	1	insertions	93	1.15280262432418e-05
Ancestor-O1MA	PB306	443	O1MA	226	17848	2	insertions	6	7.43743628596248e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	6	insertions	1	1.23957271432708e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	1	substitutions	534	6.61931829450661e-05
Ancestor-O1MA	PB306	443	O1MA	226	17848	2	substitutions	1	1.23957271432708e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	3	substitutions	2	2.47914542865416e-07
Ancestor-O1MA	PB306	443	O1MA	226	17848	6	substitutions	5	6.1978635716354e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	1	deletions	56	6.65030059358683e-06
Ancestor-O1MA	PB306	445	O1MA	232	18148	2	deletions	11	1.30630904516884e-06
Ancestor-O1MA	PB306	445	O1MA	232	18148	3	deletions	2	2.37510735485244e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	4	deletions	3	3.56266103227866e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	5	deletions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	6	deletions	2	2.37510735485244e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	1	insertions	40	4.75021470970488e-06
Ancestor-O1MA	PB306	445	O1MA	232	18148	2	insertions	4	4.75021470970488e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	3	insertions	2	2.37510735485244e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	4	insertions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	5	insertions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	6	insertions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	1	substitutions	343	4.07330911357193e-05
Ancestor-O1MA	PB306	445	O1MA	232	18148	3	substitutions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	5	substitutions	1	1.18755367742622e-07
Ancestor-O1MA	PB306	445	O1MA	232	18148	6	substitutions	3	3.56266103227866e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	1	deletions	73	8.58164257341125e-06
Ancestor-O1MA	PB306	448	O1MA	235	18099	2	deletions	6	7.05340485485856e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	4	deletions	3	3.52670242742928e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	6	deletions	2	2.35113495161952e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	1	insertions	47	5.52516713630587e-06
Ancestor-O1MA	PB306	448	O1MA	235	18099	2	insertions	2	2.35113495161952e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	4	insertions	1	1.17556747580976e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	5	insertions	1	1.17556747580976e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	6	insertions	3	3.52670242742928e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	1	substitutions	370	4.34959966049611e-05
Ancestor-O1MA	PB306	448	O1MA	235	18099	2	substitutions	1	1.17556747580976e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	3	substitutions	2	2.35113495161952e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	4	substitutions	2	2.35113495161952e-07
Ancestor-O1MA	PB306	448	O1MA	235	18099	6	substitutions	3	3.52670242742928e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	1	deletions	133	1.73883257657073e-05
Ancestor-O1MA	PB306	449	O1MA	221	17305	2	deletions	26	3.39922157825858e-06
Ancestor-O1MA	PB306	449	O1MA	221	17305	3	deletions	2	2.61478582942968e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	4	deletions	3	3.92217874414451e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	6	deletions	1	1.30739291471484e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	1	insertions	166	2.17027223842663e-05
Ancestor-O1MA	PB306	449	O1MA	221	17305	2	insertions	9	1.17665362324335e-06
Ancestor-O1MA	PB306	449	O1MA	221	17305	3	insertions	1	1.30739291471484e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	6	insertions	3	3.92217874414451e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	1	substitutions	490	6.40622528210271e-05
Ancestor-O1MA	PB306	449	O1MA	221	17305	2	substitutions	3	3.92217874414451e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	3	substitutions	2	2.61478582942968e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	4	substitutions	1	1.30739291471484e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	5	substitutions	4	5.22957165885935e-07
Ancestor-O1MA	PB306	449	O1MA	221	17305	6	substitutions	5	6.53696457357419e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	1	deletions	94	1.19243337595648e-05
Ancestor-O1MA	PB306	450	O1MA	220	17916	2	deletions	11	1.39540075909801e-06
Ancestor-O1MA	PB306	450	O1MA	220	17916	3	deletions	1	1.26854614463456e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	4	deletions	3	3.80563843390367e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	5	deletions	1	1.26854614463456e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	6	deletions	2	2.53709228926911e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	1	insertions	79	1.0021514542613e-05
Ancestor-O1MA	PB306	450	O1MA	220	17916	2	insertions	6	7.61127686780734e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	6	insertions	1	1.26854614463456e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	1	substitutions	565	7.16728571718525e-05
Ancestor-O1MA	PB306	450	O1MA	220	17916	2	substitutions	1	1.26854614463456e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	3	substitutions	3	3.80563843390367e-07
Ancestor-O1MA	PB306	450	O1MA	220	17916	6	substitutions	4	5.07418457853823e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	1	deletions	68	8.30760825424409e-06
Ancestor-O1MA	PB306	451	O1MA	226	18109	2	deletions	10	1.22170709621237e-06
Ancestor-O1MA	PB306	451	O1MA	226	18109	3	deletions	1	1.22170709621237e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	4	deletions	3	3.6651212886371e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	6	deletions	1	1.22170709621237e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	1	insertions	53	6.47504760992554e-06
Ancestor-O1MA	PB306	451	O1MA	226	18109	2	insertions	6	7.3302425772742e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	3	insertions	1	1.22170709621237e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	6	insertions	3	3.6651212886371e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	1	substitutions	412	5.03343323639495e-05
Ancestor-O1MA	PB306	451	O1MA	226	18109	2	substitutions	3	3.6651212886371e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	3	substitutions	2	2.44341419242473e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	4	substitutions	2	2.44341419242473e-07
Ancestor-O1MA	PB306	451	O1MA	226	18109	6	substitutions	5	6.10853548106183e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	1	deletions	113	1.43386094340437e-05
Ancestor-O1MA	PB306	455	O1MA	223	17670	2	deletions	31	3.93360081818897e-06
Ancestor-O1MA	PB306	455	O1MA	223	17670	3	deletions	1	1.26890348973838e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	4	deletions	3	3.80671046921513e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	6	deletions	1	1.26890348973838e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	1	insertions	121	1.53537322258344e-05
Ancestor-O1MA	PB306	455	O1MA	223	17670	2	insertions	7	8.88232442816864e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	3	insertions	1	1.26890348973838e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	4	insertions	1	1.26890348973838e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	6	insertions	2	2.53780697947675e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	1	substitutions	494	6.26838323930758e-05
Ancestor-O1MA	PB306	455	O1MA	223	17670	2	substitutions	2	2.53780697947675e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	3	substitutions	2	2.53780697947675e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	4	substitutions	1	1.26890348973838e-07
Ancestor-O1MA	PB306	455	O1MA	223	17670	6	substitutions	4	5.07561395895351e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	1	deletions	108	1.32729887550748e-05
Ancestor-O1MA	PB306	456	O1MA	233	17461	2	deletions	15	1.84347066042705e-06
Ancestor-O1MA	PB306	456	O1MA	233	17461	3	deletions	3	3.6869413208541e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	4	deletions	4	4.9159217611388e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	5	deletions	2	2.4579608805694e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	6	deletions	2	2.4579608805694e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	1	insertions	105	1.29042946229894e-05
Ancestor-O1MA	PB306	456	O1MA	233	17461	2	insertions	5	6.1449022014235e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	3	insertions	1	1.2289804402847e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	5	insertions	1	1.2289804402847e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	6	insertions	2	2.4579608805694e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	1	substitutions	502	6.1694818102292e-05
Ancestor-O1MA	PB306	456	O1MA	233	17461	2	substitutions	3	3.6869413208541e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	3	substitutions	2	2.4579608805694e-07
Ancestor-O1MA	PB306	456	O1MA	233	17461	6	substitutions	6	7.3738826417082e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	1	deletions	109	1.36652372912039e-05
Ancestor-O1MA	PB306	457	O1MA	226	17647	2	deletions	12	1.50442979352704e-06
Ancestor-O1MA	PB306	457	O1MA	226	17647	3	deletions	1	1.25369149460587e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	4	deletions	2	2.50738298921173e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	6	deletions	1	1.25369149460587e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	1	insertions	107	1.34144989922828e-05
Ancestor-O1MA	PB306	457	O1MA	226	17647	2	insertions	6	7.5221489676352e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	6	insertions	1	1.25369149460587e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	1	substitutions	501	6.28099438797539e-05
Ancestor-O1MA	PB306	457	O1MA	226	17647	2	substitutions	1	1.25369149460587e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	3	substitutions	1	1.25369149460587e-07
Ancestor-O1MA	PB306	457	O1MA	226	17647	6	substitutions	5	6.26845747302934e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	1	deletions	88	1.0561345092911e-05
Ancestor-O1MA	PB306	458	O1MA	234	17804	2	deletions	13	1.56019870690731e-06
Ancestor-O1MA	PB306	458	O1MA	234	17804	3	deletions	1	1.20015285146716e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	4	deletions	2	2.40030570293433e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	1	insertions	56	6.72085596821611e-06
Ancestor-O1MA	PB306	458	O1MA	234	17804	2	insertions	7	8.40106996027014e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	1	substitutions	555	6.66084832564275e-05
Ancestor-O1MA	PB306	458	O1MA	234	17804	2	substitutions	2	2.40030570293433e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	3	substitutions	2	2.40030570293433e-07
Ancestor-O1MA	PB306	458	O1MA	234	17804	6	substitutions	2	2.40030570293433e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	1	deletions	66	7.6878096964247e-06
Ancestor-O1MA	PB306	459	O1MA	235	18266	2	deletions	14	1.63074751136282e-06
Ancestor-O1MA	PB306	459	O1MA	235	18266	4	deletions	4	4.65927860389376e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	5	deletions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	6	deletions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	1	insertions	50	5.8240982548672e-06
Ancestor-O1MA	PB306	459	O1MA	235	18266	2	insertions	4	4.65927860389376e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	3	insertions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	5	insertions	2	2.32963930194688e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	6	insertions	5	5.8240982548672e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	1	substitutions	363	4.22829533303359e-05
Ancestor-O1MA	PB306	459	O1MA	235	18266	2	substitutions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	3	substitutions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	4	substitutions	1	1.16481965097344e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	5	substitutions	2	2.32963930194688e-07
Ancestor-O1MA	PB306	459	O1MA	235	18266	6	substitutions	3	3.49445895292032e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	1	deletions	100	1.22425693725193e-05
Ancestor-O1MA	PB306	461	O1MA	230	17757	2	deletions	15	1.8363854058779e-06
Ancestor-O1MA	PB306	461	O1MA	230	17757	4	deletions	3	3.6727708117558e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	5	deletions	1	1.22425693725193e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	6	deletions	1	1.22425693725193e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	1	insertions	65	7.95767009213758e-06
Ancestor-O1MA	PB306	461	O1MA	230	17757	2	insertions	2	2.44851387450387e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	6	insertions	1	1.22425693725193e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	1	substitutions	544	6.65995773865053e-05
Ancestor-O1MA	PB306	461	O1MA	230	17757	2	substitutions	2	2.44851387450387e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	3	substitutions	1	1.22425693725193e-07
Ancestor-O1MA	PB306	461	O1MA	230	17757	6	substitutions	3	3.6727708117558e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	1	deletions	87	1.05414372995309e-05
Ancestor-O1MA	PB306	462	O1MA	228	18099	2	deletions	11	1.33282540568782e-06
Ancestor-O1MA	PB306	462	O1MA	228	18099	4	deletions	4	4.8466378388648e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	6	deletions	1	1.2116594597162e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	1	insertions	58	7.02762486635396e-06
Ancestor-O1MA	PB306	462	O1MA	228	18099	2	insertions	3	3.6349783791486e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	6	insertions	3	3.6349783791486e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	1	substitutions	561	6.79740956900788e-05
Ancestor-O1MA	PB306	462	O1MA	228	18099	2	substitutions	2	2.4233189194324e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	3	substitutions	2	2.4233189194324e-07
Ancestor-O1MA	PB306	462	O1MA	228	18099	6	substitutions	3	3.6349783791486e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	1	deletions	63	7.90742042373732e-06
Ancestor-O1MA	PB306	463	O1MA	230	17320	2	deletions	6	7.53087659403555e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	3	deletions	1	1.25514609900592e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	6	deletions	3	3.76543829701777e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	1	insertions	62	7.78190581383673e-06
Ancestor-O1MA	PB306	463	O1MA	230	17320	2	insertions	2	2.51029219801185e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	5	insertions	1	1.25514609900592e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	6	insertions	4	5.0205843960237e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	1	substitutions	439	5.51009137463601e-05
Ancestor-O1MA	PB306	463	O1MA	230	17320	2	substitutions	2	2.51029219801185e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	3	substitutions	1	1.25514609900592e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	5	substitutions	1	1.25514609900592e-07
Ancestor-O1MA	PB306	463	O1MA	230	17320	6	substitutions	6	7.53087659403555e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	1	deletions	103	1.2073127047743e-05
Ancestor-O1MA	PB306	466	O1MA	239	17848	2	deletions	10	1.17214825706243e-06
Ancestor-O1MA	PB306	466	O1MA	239	17848	4	deletions	4	4.68859302824971e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	6	deletions	1	1.17214825706243e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	1	insertions	86	1.00804750107369e-05
Ancestor-O1MA	PB306	466	O1MA	239	17848	2	insertions	5	5.86074128531214e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	5	insertions	2	2.34429651412486e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	6	insertions	2	2.34429651412486e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	1	substitutions	544	6.37648651841961e-05
Ancestor-O1MA	PB306	466	O1MA	239	17848	2	substitutions	3	3.51644477118728e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	3	substitutions	1	1.17214825706243e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	4	substitutions	1	1.17214825706243e-07
Ancestor-O1MA	PB306	466	O1MA	239	17848	6	substitutions	6	7.03288954237457e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	1	deletions	145	1.75696667579482e-05
Ancestor-O1MA	PB306	468	O1MA	233	17710	2	deletions	16	1.9387218491529e-06
Ancestor-O1MA	PB306	468	O1MA	233	17710	3	deletions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	4	deletions	2	2.42340231144112e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	5	deletions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	6	deletions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	1	insertions	152	1.84178575669525e-05
Ancestor-O1MA	PB306	468	O1MA	233	17710	2	insertions	5	6.05850577860281e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	3	insertions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	6	insertions	2	2.42340231144112e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	1	substitutions	516	6.2523779635181e-05
Ancestor-O1MA	PB306	468	O1MA	233	17710	2	substitutions	2	2.42340231144112e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	3	substitutions	3	3.63510346716169e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	4	substitutions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	5	substitutions	1	1.21170115572056e-07
Ancestor-O1MA	PB306	468	O1MA	233	17710	6	substitutions	6	7.27020693432337e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	1	deletions	58	7.07420253002755e-06
Ancestor-O1MA	PB306	469	O1MA	233	17594	2	deletions	16	1.9515041462145e-06
Ancestor-O1MA	PB306	469	O1MA	233	17594	4	deletions	2	2.43938018276812e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	6	deletions	2	2.43938018276812e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	1	insertions	52	6.34238847519711e-06
Ancestor-O1MA	PB306	469	O1MA	233	17594	2	insertions	3	3.65907027415218e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	6	insertions	4	4.87876036553624e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	1	substitutions	407	4.96413867193313e-05
Ancestor-O1MA	PB306	469	O1MA	233	17594	2	substitutions	2	2.43938018276812e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	3	substitutions	1	1.21969009138406e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	4	substitutions	2	2.43938018276812e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	5	substitutions	1	1.21969009138406e-07
Ancestor-O1MA	PB306	469	O1MA	233	17594	6	substitutions	2	2.43938018276812e-07
