comparison	strain	Line	OMA	N_generation	N_pSTR	motif_length	mutation	N_mutaiton	mutation_rate
Ancestor-O1MA	mev-1	711	O1MA	117	2892	4	deletions	1	1.47769857313426e-06
Ancestor-O1MA	mev-1	711	O1MA	117	2892	1	insertions	2	2.95539714626852e-06
Ancestor-O1MA	mev-1	711	O1MA	117	2892	2	insertions	1	1.47769857313426e-06
Ancestor-O1MA	mev-1	711	O1MA	117	2892	3	insertions	1	1.47769857313426e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	1	deletions	2	2.783321225886e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	2	deletions	1	1.391660612943e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	1	insertions	6	8.349963677658e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	2	insertions	4	5.566642451772e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	1	substitutions	1	1.391660612943e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	2	substitutions	1	1.391660612943e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	3	substitutions	1	1.391660612943e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	1	deletions	4	5.73526038082129e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	2	deletions	2	2.86763019041064e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	3	deletions	1	1.43381509520532e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	1	insertions	3	4.30144528561597e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	2	insertions	2	2.86763019041064e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	1	substitutions	2	2.86763019041064e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	2	substitutions	1	1.43381509520532e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	4	substitutions	1	1.43381509520532e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	6	substitutions	1	1.43381509520532e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	1	deletions	6	8.64595671834067e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	2	deletions	13	1.87329062230714e-05
Ancestor-O1MA	mev-1	721	O1MA	123	2821	3	deletions	3	4.32297835917033e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	4	deletions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	5	deletions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	1	insertions	12	1.72919134366813e-05
Ancestor-O1MA	mev-1	721	O1MA	123	2821	2	insertions	2	2.88198557278022e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	3	insertions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	4	insertions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	1	substitutions	6	8.64595671834067e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	2	substitutions	3	4.32297835917033e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	3	substitutions	2	2.88198557278022e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	4	substitutions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	6	substitutions	1	1.44099278639011e-06
Ancestor-O1MA	mev-1	727	O1MA	116	2944	2	substitutions	1	1.46411169415292e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	1	deletions	2	2.77895111269203e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	1	insertions	1	1.38947555634601e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	4	substitutions	1	1.38947555634601e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	1	deletions	7	1.01138530890597e-05
Ancestor-O1MA	mev-1	733	O1MA	121	2860	2	deletions	11	1.58931977113795e-05
Ancestor-O1MA	mev-1	733	O1MA	121	2860	3	deletions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	4	deletions	2	2.88967231115991e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	5	deletions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	1	insertions	9	1.30035254002196e-05
Ancestor-O1MA	mev-1	733	O1MA	121	2860	2	insertions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	6	insertions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	1	substitutions	2	2.88967231115991e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	4	substitutions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	6	substitutions	1	1.44483615557996e-06
Ancestor-O1MA	mev-1	737	O1MA	107	2937	2	insertions	2	3.18208865935423e-06
Ancestor-O1MA	mev-1	738	O1MA	123	2928	1	deletions	1	1.3883335554667e-06
Ancestor-O1MA	mev-1	738	O1MA	123	2928	2	deletions	1	1.3883335554667e-06
Ancestor-O1MA	mev-1	744	O1MA	121	2906	1	deletions	1	1.4219653836747e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	1	deletions	1	1.50794081633884e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	2	deletions	7	1.05555857143719e-05
Ancestor-O1MA	mev-1	746	O1MA	117	2834	3	deletions	2	3.01588163267768e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	6	deletions	2	3.01588163267768e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	1	insertions	7	1.05555857143719e-05
Ancestor-O1MA	mev-1	746	O1MA	117	2834	2	insertions	4	6.03176326535536e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	3	substitutions	1	1.50794081633884e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	6	substitutions	2	3.01588163267768e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	1	deletions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	2	deletions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	3	deletions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	5	deletions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	1	insertions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	1	deletions	23	3.51811062163485e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	2	deletions	36	5.50660792951542e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	3	deletions	10	1.52961331375428e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	4	deletions	7	1.070729319628e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	6	deletions	2	3.05922662750857e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	1	insertions	39	5.9654919236417e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	2	insertions	6	9.1776798825257e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	3	insertions	2	3.05922662750857e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	6	insertions	1	1.52961331375428e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	1	substitutions	11	1.68257464512971e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	2	substitutions	5	7.64806656877142e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	3	substitutions	6	9.1776798825257e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	4	substitutions	5	7.64806656877142e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	6	substitutions	4	6.11845325501713e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	1	deletions	17	2.56085803808147e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	2	deletions	24	3.61532899493854e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	3	deletions	7	1.05447095685707e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	5	deletions	2	3.01277416244878e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	1	insertions	25	3.76596770306098e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	2	insertions	7	1.05447095685707e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	3	insertions	2	3.01277416244878e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	1	substitutions	6	9.03832248734635e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	2	substitutions	6	9.03832248734635e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	3	substitutions	6	9.03832248734635e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	4	substitutions	4	6.02554832489757e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	5	substitutions	2	3.01277416244878e-06
Ancestor-O1MA	mev-1	753	O1MA	120	2766	6	substitutions	4	6.02554832489757e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	1	deletions	1	1.46974961345585e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	2	deletions	2	2.9394992269117e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	5	deletions	1	1.46974961345585e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	1	insertions	5	7.34874806727926e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	4	substitutions	1	1.46974961345585e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	1	deletions	11	1.62337662337662e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	2	deletions	21	3.09917355371901e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	3	deletions	5	7.37898465171192e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	4	deletions	1	1.47579693034238e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	6	deletions	2	2.95159386068477e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	1	insertions	26	3.8370720188902e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	2	insertions	6	8.85478158205431e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	3	insertions	1	1.47579693034238e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	5	insertions	1	1.47579693034238e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	6	insertions	1	1.47579693034238e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	1	substitutions	5	7.37898465171192e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	2	substitutions	8	1.18063754427391e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	3	substitutions	6	8.85478158205431e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	4	substitutions	3	4.42739079102715e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	5	substitutions	1	1.47579693034238e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	6	substitutions	7	1.03305785123967e-05
Ancestor-O1MA	mev-1	767	O1MA	119	2934	1	insertions	1	1.43206566880331e-06
Ancestor-O1MA	mev-1	767	O1MA	119	2934	3	substitutions	1	1.43206566880331e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	1	deletions	3	4.73978576168357e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	2	deletions	1	1.57992858722786e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	1	insertions	4	6.31971434891143e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	1	substitutions	1	1.57992858722786e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	2	substitutions	1	1.57992858722786e-06
Ancestor-O1MA	mev-1	770	O1MA	123	2949	2	deletions	1	1.37844715171465e-06
Ancestor-O1MA	mev-1	770	O1MA	123	2949	3	deletions	1	1.37844715171465e-06
Ancestor-O1MA	mev-1	704	O1MA	119	2856	Motif sizes 1-6	deletions	16	2.35388272956241e-05
Ancestor-O1MA	mev-1	704	O1MA	119	2856	Motif sizes 1-6	insertions	10	1.47117670597651e-05
Ancestor-O1MA	mev-1	704	O1MA	119	2856	Motif sizes 1-6	substitutions	4	5.88470682390603e-06
Ancestor-O1MA	mev-1	706	O1MA	120	2958	Motif sizes 1-6	insertions	1	1.40860942077981e-06
Ancestor-O1MA	mev-1	711	O1MA	117	2892	Motif sizes 1-6	deletions	7	1.03438900119398e-05
Ancestor-O1MA	mev-1	711	O1MA	117	2892	Motif sizes 1-6	insertions	4	5.91079429253703e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	Motif sizes 1-6	deletions	3	4.174981838829e-06
Ancestor-O1MA	mev-1	712	O1MA	123	2921	Motif sizes 1-6	insertions	10	1.391660612943e-05
Ancestor-O1MA	mev-1	712	O1MA	123	2921	Motif sizes 1-6	substitutions	3	4.174981838829e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	Motif sizes 1-6	deletions	7	1.00367056664373e-05
Ancestor-O1MA	mev-1	715	O1MA	120	2906	Motif sizes 1-6	insertions	5	7.16907547602661e-06
Ancestor-O1MA	mev-1	715	O1MA	120	2906	Motif sizes 1-6	substitutions	5	7.16907547602661e-06
Ancestor-O1MA	mev-1	721	O1MA	123	2821	Motif sizes 1-6	deletions	24	3.45838268733627e-05
Ancestor-O1MA	mev-1	721	O1MA	123	2821	Motif sizes 1-6	insertions	16	2.30558845822418e-05
Ancestor-O1MA	mev-1	721	O1MA	123	2821	Motif sizes 1-6	substitutions	13	1.87329062230714e-05
Ancestor-O1MA	mev-1	727	O1MA	116	2944	Motif sizes 1-6	substitutions	1	1.46411169415292e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	Motif sizes 1-6	deletions	2	2.77895111269203e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	Motif sizes 1-6	insertions	1	1.38947555634601e-06
Ancestor-O1MA	mev-1	729	O1MA	124	2902	Motif sizes 1-6	substitutions	1	1.38947555634601e-06
Ancestor-O1MA	mev-1	733	O1MA	121	2860	Motif sizes 1-6	deletions	22	3.17863954227591e-05
Ancestor-O1MA	mev-1	733	O1MA	121	2860	Motif sizes 1-6	insertions	11	1.58931977113795e-05
Ancestor-O1MA	mev-1	733	O1MA	121	2860	Motif sizes 1-6	substitutions	4	5.77934462231983e-06
Ancestor-O1MA	mev-1	737	O1MA	107	2937	Motif sizes 1-6	insertions	2	3.18208865935423e-06
Ancestor-O1MA	mev-1	738	O1MA	123	2928	Motif sizes 1-6	deletions	2	2.7766671109334e-06
Ancestor-O1MA	mev-1	744	O1MA	121	2906	Motif sizes 1-6	deletions	1	1.4219653836747e-06
Ancestor-O1MA	mev-1	746	O1MA	117	2834	Motif sizes 1-6	deletions	12	1.80952897960661e-05
Ancestor-O1MA	mev-1	746	O1MA	117	2834	Motif sizes 1-6	insertions	11	1.65873489797272e-05
Ancestor-O1MA	mev-1	746	O1MA	117	2834	Motif sizes 1-6	substitutions	3	4.52382244901652e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	Motif sizes 1-6	deletions	4	5.79942121776247e-06
Ancestor-O1MA	mev-1	748	O1MA	119	2898	Motif sizes 1-6	insertions	1	1.44985530444062e-06
Ancestor-O1MA	mev-1	749	O1MA	120	2724	Motif sizes 1-6	deletions	78	0.000119309838472834
Ancestor-O1MA	mev-1	749	O1MA	120	2724	Motif sizes 1-6	insertions	48	7.34214390602056e-05
Ancestor-O1MA	mev-1	749	O1MA	120	2724	Motif sizes 1-6	substitutions	31	4.74180127263828e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	Motif sizes 1-6	deletions	50	7.53193540612196e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	Motif sizes 1-6	insertions	34	5.12171607616293e-05
Ancestor-O1MA	mev-1	753	O1MA	120	2766	Motif sizes 1-6	substitutions	28	4.2178838274283e-05
Ancestor-O1MA	mev-1	759	O1MA	118	2883	Motif sizes 1-6	deletions	4	5.87899845382341e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	Motif sizes 1-6	insertions	5	7.34874806727926e-06
Ancestor-O1MA	mev-1	759	O1MA	118	2883	Motif sizes 1-6	substitutions	1	1.46974961345585e-06
Ancestor-O1MA	mev-1	761	O1MA	121	2800	Motif sizes 1-6	deletions	40	5.90318772136954e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	Motif sizes 1-6	insertions	35	5.16528925619835e-05
Ancestor-O1MA	mev-1	761	O1MA	121	2800	Motif sizes 1-6	substitutions	30	4.42739079102715e-05
Ancestor-O1MA	mev-1	767	O1MA	119	2934	Motif sizes 1-6	insertions	1	1.43206566880331e-06
Ancestor-O1MA	mev-1	767	O1MA	119	2934	Motif sizes 1-6	substitutions	1	1.43206566880331e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	Motif sizes 1-6	deletions	4	6.31971434891143e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	Motif sizes 1-6	insertions	4	6.31971434891143e-06
Ancestor-O1MA	mev-1	769	O1MA	110	2877	Motif sizes 1-6	substitutions	2	3.15985717445571e-06
Ancestor-O1MA	mev-1	770	O1MA	123	2949	Motif sizes 1-6	deletions	2	2.7568943034293e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	1	deletions	2	2.31661126104734e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	2	deletions	4	4.63322252209468e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	3	deletions	1	1.15830563052367e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	1	insertions	1	1.15830563052367e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	2	insertions	2	2.31661126104734e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	2	substitutions	1	1.15830563052367e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	3	substitutions	1	1.15830563052367e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	1	deletions	2	2.29580006336408e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	2	deletions	1	1.14790003168204e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	3	deletions	2	2.29580006336408e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	5	deletions	1	1.14790003168204e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	1	insertions	1	1.14790003168204e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	2	insertions	1	1.14790003168204e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	1	substitutions	2	2.29580006336408e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	6	substitutions	1	1.14790003168204e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	1	deletions	5	6.17306813832611e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	2	deletions	8	9.87690902132178e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	3	deletions	5	6.17306813832611e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	1	insertions	1	1.23461362766522e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	2	insertions	1	1.23461362766522e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	1	substitutions	5	6.17306813832611e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	2	substitutions	1	1.23461362766522e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	1	deletions	4	4.52100004521e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	2	deletions	8	9.04200009042e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	3	deletions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	1	insertions	2	2.260500022605e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	2	insertions	3	3.3907500339075e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	3	insertions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	1	substitutions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	2	substitutions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	3	substitutions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	4	substitutions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	6	substitutions	1	1.1302500113025e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	1	deletions	2	2.31709973260669e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	2	deletions	4	4.63419946521338e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	1	insertions	2	2.31709973260669e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	2	insertions	1	1.15854986630335e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	3	substitutions	2	2.31709973260669e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	4	substitutions	2	2.31709973260669e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	6	substitutions	1	1.15854986630335e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	Motif sizes 1-6	deletions	7	8.10813941366569e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	Motif sizes 1-6	insertions	3	3.47491689157101e-06
O1MA-O2MA	N2	504.03	O2MA	145	2977	Motif sizes 1-6	substitutions	2	2.31661126104734e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	Motif sizes 1-6	deletions	6	6.88740019009225e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	Motif sizes 1-6	insertions	2	2.29580006336408e-06
O1MA-O2MA	N2	504.1	O2MA	143	3046	Motif sizes 1-6	substitutions	3	3.44370009504612e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	Motif sizes 1-6	deletions	18	2.2223045297974e-05
O1MA-O2MA	N2	504.15	O2MA	147	2755	Motif sizes 1-6	insertions	2	2.46922725533044e-06
O1MA-O2MA	N2	504.15	O2MA	147	2755	Motif sizes 1-6	substitutions	6	7.40768176599133e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	Motif sizes 1-6	deletions	13	1.46932501469325e-05
O1MA-O2MA	N2	504.23	O2MA	146	3030	Motif sizes 1-6	insertions	6	6.781500067815e-06
O1MA-O2MA	N2	504.23	O2MA	146	3030	Motif sizes 1-6	substitutions	5	5.6512500565125e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	Motif sizes 1-6	deletions	6	6.95129919782007e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	Motif sizes 1-6	insertions	3	3.47564959891004e-06
O1MA-O2MA	N2	504.3	O2MA	143	3018	Motif sizes 1-6	substitutions	5	5.79274933151673e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	1	deletions	2	2.35799560941218e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	2	deletions	4	4.71599121882435e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	3	deletions	1	1.17899780470609e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	1	insertions	4	4.71599121882435e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	2	insertions	1	1.17899780470609e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	1	substitutions	2	2.35799560941218e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	3	substitutions	1	1.17899780470609e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	4	substitutions	1	1.17899780470609e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	6	substitutions	1	1.17899780470609e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	1	deletions	5	6.28608211131897e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	2	deletions	11	1.38293806449017e-05
O1MA-O2MA	N2	508.3	O2MA	146	2724	3	deletions	1	1.25721642226379e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	4	deletions	1	1.25721642226379e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	1	insertions	2	2.51443284452759e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	2	insertions	2	2.51443284452759e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	1	substitutions	1	1.25721642226379e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	4	substitutions	1	1.25721642226379e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	6	substitutions	3	3.77164926679138e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	1	deletions	4	5.09146822669253e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	2	deletions	13	1.65472717367507e-05
O1MA-O2MA	N2	508.34	O2MA	139	2826	3	deletions	4	5.09146822669253e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	2	insertions	3	3.8186011700194e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	1	substitutions	1	1.27286705667313e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	2	substitutions	1	1.27286705667313e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	3	substitutions	1	1.27286705667313e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	1	deletions	2	2.46412237817379e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	2	deletions	8	9.85648951269516e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	3	deletions	1	1.23206118908689e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	1	insertions	3	3.69618356726068e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	2	insertions	1	1.23206118908689e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	1	substitutions	2	2.46412237817379e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	1	deletions	5	6.85141742123611e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	2	deletions	4	5.48113393698888e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	3	deletions	3	4.11085045274166e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	1	insertions	3	4.11085045274166e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	2	insertions	1	1.37028348424722e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	1	substitutions	1	1.37028348424722e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	Motif sizes 1-6	deletions	7	8.25298463294261e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	Motif sizes 1-6	insertions	5	5.89498902353044e-06
O1MA-O2MA	N2	508.25	O2MA	139	3051	Motif sizes 1-6	substitutions	5	5.89498902353044e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	Motif sizes 1-6	deletions	18	2.26298956007483e-05
O1MA-O2MA	N2	508.3	O2MA	146	2724	Motif sizes 1-6	insertions	4	5.02886568905518e-06
O1MA-O2MA	N2	508.3	O2MA	146	2724	Motif sizes 1-6	substitutions	5	6.28608211131897e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	Motif sizes 1-6	deletions	21	2.67302081901358e-05
O1MA-O2MA	N2	508.34	O2MA	139	2826	Motif sizes 1-6	insertions	3	3.8186011700194e-06
O1MA-O2MA	N2	508.34	O2MA	139	2826	Motif sizes 1-6	substitutions	3	3.8186011700194e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	Motif sizes 1-6	deletions	11	1.35526730799558e-05
O1MA-O2MA	N2	508.35	O2MA	136	2984	Motif sizes 1-6	insertions	4	4.92824475634758e-06
O1MA-O2MA	N2	508.35	O2MA	136	2984	Motif sizes 1-6	substitutions	2	2.46412237817379e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	Motif sizes 1-6	deletions	12	1.64434018109667e-05
O1MA-O2MA	N2	508.37	O2MA	136	2683	Motif sizes 1-6	insertions	4	5.48113393698888e-06
O1MA-O2MA	N2	508.37	O2MA	136	2683	Motif sizes 1-6	substitutions	1	1.37028348424722e-06
O1MA-O2MA	N2	522.04	O2MA	148	2916	1	deletions	4	4.63426389352315e-06
O1MA-O2MA	N2	522.04	O2MA	148	2916	2	deletions	5	5.79282986690394e-06
O1MA-O2MA	N2	522.04	O2MA	148	2916	6	deletions	1	1.15856597338079e-06
O1MA-O2MA	N2	522.04	O2MA	148	2916	1	insertions	7	8.10996181366552e-06
