comparison	strain	Line	OMA	N_generation	N_pSTR	motif_length	mutation	N_mutaiton	mutation_rate
Ancestor-O1MA	N2	584	O1MA	244	2907	1	substitutions	14	9.86877350882832e-06
Ancestor-O1MA	N2	585	O1MA	244	2894	1	deletions	3	2.12423669094905e-06
Ancestor-O1MA	N2	585	O1MA	244	2894	3	insertions	1	7.08078896983017e-07
Ancestor-O1MA	N2	585	O1MA	244	2894	1	substitutions	12	8.49694676379621e-06
Ancestor-O1MA	N2	586	O1MA	243	2833	1	deletions	5	3.63150929884271e-06
Ancestor-O1MA	N2	586	O1MA	243	2833	2	deletions	4	2.90520743907417e-06
Ancestor-O1MA	N2	586	O1MA	243	2833	3	deletions	1	7.26301859768542e-07
Ancestor-O1MA	N2	586	O1MA	243	2833	4	deletions	1	7.26301859768542e-07
Ancestor-O1MA	N2	586	O1MA	243	2833	5	deletions	1	7.26301859768542e-07
Ancestor-O1MA	N2	586	O1MA	243	2833	1	insertions	10	7.26301859768542e-06
Ancestor-O1MA	N2	586	O1MA	243	2833	2	insertions	1	7.26301859768542e-07
Ancestor-O1MA	N2	586	O1MA	243	2833	3	insertions	1	7.26301859768542e-07
Ancestor-O1MA	N2	586	O1MA	243	2833	1	substitutions	17	1.23471316160652e-05
Ancestor-O1MA	N2	586	O1MA	243	2833	2	substitutions	2	1.45260371953708e-06
Ancestor-O1MA	N2	586	O1MA	243	2833	5	substitutions	2	1.45260371953708e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	1	deletions	9	7.20079496776444e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	2	deletions	21	1.68018549247837e-05
Ancestor-O1MA	N2	587	O1MA	227	2753	3	deletions	8	6.40070663801284e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	4	deletions	3	2.40026498925481e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	5	deletions	1	8.00088329751605e-07
Ancestor-O1MA	N2	587	O1MA	227	2753	6	deletions	3	2.40026498925481e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	1	insertions	6	4.80052997850963e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	2	insertions	4	3.20035331900642e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	3	insertions	1	8.00088329751605e-07
Ancestor-O1MA	N2	587	O1MA	227	2753	1	substitutions	18	1.44015899355289e-05
Ancestor-O1MA	N2	587	O1MA	227	2753	2	substitutions	2	1.60017665950321e-06
Ancestor-O1MA	N2	587	O1MA	227	2753	6	substitutions	3	2.40026498925481e-06
Ancestor-O2MA	N2	587.22	O2MA	372	2995	1	deletions	3	1.34632990467984e-06
Ancestor-O2MA	N2	587.22	O2MA	372	2995	2	insertions	2	8.97553269786562e-07
Ancestor-O2MA	N2	587.22	O2MA	372	2995	3	insertions	1	4.48776634893281e-07
Ancestor-O2MA	N2	587.22	O2MA	372	2995	1	substitutions	14	6.28287288850593e-06
Ancestor-O2MA	N2	587.26	O2MA	357	2975	1	deletions	3	1.41232963773745e-06
Ancestor-O2MA	N2	587.26	O2MA	357	2975	1	insertions	1	4.70776545912483e-07
Ancestor-O2MA	N2	587.26	O2MA	357	2975	2	insertions	2	9.41553091824965e-07
Ancestor-O2MA	N2	587.26	O2MA	357	2975	3	insertions	1	4.70776545912483e-07
Ancestor-O2MA	N2	587.26	O2MA	357	2975	1	substitutions	14	6.59087164277476e-06
Ancestor-O2MA	N2	587.26	O2MA	357	2975	3	substitutions	1	4.70776545912483e-07
Ancestor-O2MA	N2	587.38	O2MA	374	2971	1	deletions	3	1.34994789201137e-06
Ancestor-O2MA	N2	587.38	O2MA	374	2971	3	deletions	1	4.49982630670456e-07
Ancestor-O2MA	N2	587.38	O2MA	374	2971	1	insertions	2	8.99965261340912e-07
Ancestor-O2MA	N2	587.38	O2MA	374	2971	2	insertions	2	8.99965261340912e-07
Ancestor-O2MA	N2	587.38	O2MA	374	2971	3	insertions	1	4.49982630670456e-07
Ancestor-O2MA	N2	587.38	O2MA	374	2971	1	substitutions	16	7.1997220907273e-06
Ancestor-O2MA	N2	587.38	O2MA	374	2971	4	substitutions	1	4.49982630670456e-07
Ancestor-O2MA	N2	587.43	O2MA	375	2992	1	deletions	3	1.33689839572193e-06
Ancestor-O2MA	N2	587.43	O2MA	375	2992	2	insertions	2	8.9126559714795e-07
Ancestor-O2MA	N2	587.43	O2MA	375	2992	3	insertions	1	4.45632798573975e-07
Ancestor-O2MA	N2	587.43	O2MA	375	2992	1	substitutions	14	6.23885918003565e-06
Ancestor-O2MA	N2	587.48	O2MA	374	2995	1	deletions	5	2.23188379920188e-06
Ancestor-O2MA	N2	587.48	O2MA	374	2995	2	insertions	2	8.92753519680751e-07
Ancestor-O2MA	N2	587.48	O2MA	374	2995	3	insertions	1	4.46376759840376e-07
Ancestor-O2MA	N2	587.48	O2MA	374	2995	1	substitutions	14	6.24927463776526e-06
Ancestor-O1MA	N2	589	O1MA	226	2807	1	deletions	7	5.51718050007724e-06
Ancestor-O1MA	N2	589	O1MA	226	2807	2	deletions	4	3.15267457147271e-06
Ancestor-O1MA	N2	589	O1MA	226	2807	1	insertions	7	5.51718050007724e-06
Ancestor-O1MA	N2	589	O1MA	226	2807	3	insertions	1	7.88168642868177e-07
Ancestor-O1MA	N2	589	O1MA	226	2807	1	substitutions	12	9.45802371441813e-06
Ancestor-O1MA	N2	589	O1MA	226	2807	4	substitutions	1	7.88168642868177e-07
Ancestor-O1MA	N2	590	O1MA	244	2915	1	deletions	3	2.10893344206057e-06
Ancestor-O1MA	N2	590	O1MA	244	2915	2	deletions	1	7.0297781402019e-07
Ancestor-O1MA	N2	590	O1MA	244	2915	1	insertions	1	7.0297781402019e-07
Ancestor-O1MA	N2	590	O1MA	244	2915	3	insertions	1	7.0297781402019e-07
Ancestor-O1MA	N2	590	O1MA	244	2915	1	substitutions	22	1.54655119084442e-05
Ancestor-O1MA	N2	591	O1MA	239	2839	1	deletions	5	3.68448434167844e-06
Ancestor-O1MA	N2	591	O1MA	239	2839	2	deletions	1	7.36896868335689e-07
Ancestor-O1MA	N2	591	O1MA	239	2839	1	insertions	3	2.21069060500707e-06
Ancestor-O1MA	N2	591	O1MA	239	2839	3	insertions	1	7.36896868335689e-07
Ancestor-O1MA	N2	591	O1MA	239	2839	1	substitutions	14	1.03165561566996e-05
Ancestor-O1MA	N2	591	O1MA	239	2839	4	substitutions	1	7.36896868335689e-07
Ancestor-O1MA	N2	592	O1MA	243	2896	1	deletions	4	2.84200713912193e-06
Ancestor-O1MA	N2	592	O1MA	243	2896	4	deletions	2	1.42100356956097e-06
Ancestor-O1MA	N2	592	O1MA	243	2896	1	insertions	2	1.42100356956097e-06
Ancestor-O1MA	N2	592	O1MA	243	2896	3	insertions	1	7.10501784780483e-07
Ancestor-O1MA	N2	592	O1MA	243	2896	1	substitutions	21	1.49205374803902e-05
Ancestor-O1MA	N2	593	O1MA	221	2820	1	deletions	4	3.20913962966529e-06
Ancestor-O1MA	N2	593	O1MA	221	2820	2	deletions	4	3.20913962966529e-06
Ancestor-O1MA	N2	593	O1MA	221	2820	3	deletions	1	8.02284907416322e-07
Ancestor-O1MA	N2	593	O1MA	221	2820	1	insertions	7	5.61599435191425e-06
Ancestor-O1MA	N2	593	O1MA	221	2820	2	insertions	1	8.02284907416322e-07
Ancestor-O1MA	N2	593	O1MA	221	2820	3	insertions	2	1.60456981483264e-06
Ancestor-O1MA	N2	593	O1MA	221	2820	1	substitutions	15	1.20342736112448e-05
Ancestor-O1MA	N2	593	O1MA	221	2820	2	substitutions	1	8.02284907416322e-07
Ancestor-O1MA	N2	594	O1MA	242	2842	1	deletions	5	3.63496780872509e-06
Ancestor-O1MA	N2	594	O1MA	242	2842	2	deletions	1	7.26993561745017e-07
Ancestor-O1MA	N2	594	O1MA	242	2842	3	deletions	2	1.45398712349003e-06
Ancestor-O1MA	N2	594	O1MA	242	2842	4	deletions	1	7.26993561745017e-07
Ancestor-O1MA	N2	594	O1MA	242	2842	1	insertions	4	2.90797424698007e-06
Ancestor-O1MA	N2	594	O1MA	242	2842	3	insertions	1	7.26993561745017e-07
Ancestor-O1MA	N2	594	O1MA	242	2842	1	substitutions	17	1.23588905496653e-05
Ancestor-O1MA	N2	594	O1MA	242	2842	2	substitutions	2	1.45398712349003e-06
Ancestor-O1MA	N2	594	O1MA	242	2842	3	substitutions	1	7.26993561745017e-07
Ancestor-O1MA	N2	594	O1MA	242	2842	6	substitutions	1	7.26993561745017e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	1	deletions	10	8.45428598482287e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	2	deletions	4	3.38171439392915e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	3	deletions	1	8.45428598482287e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	5	deletions	1	8.45428598482287e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	6	deletions	1	8.45428598482287e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	1	insertions	7	5.91800018937601e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	2	insertions	2	1.69085719696457e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	3	insertions	1	8.45428598482287e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	4	insertions	1	8.45428598482287e-07
Ancestor-O1MA	N2	595	O1MA	236	2506	6	insertions	2	1.69085719696457e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	1	substitutions	42	3.5508001136256e-05
Ancestor-O1MA	N2	595	O1MA	236	2506	2	substitutions	3	2.53628579544686e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	3	substitutions	4	3.38171439392915e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	4	substitutions	2	1.69085719696457e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	5	substitutions	2	1.69085719696457e-06
Ancestor-O1MA	N2	595	O1MA	236	2506	6	substitutions	4	3.38171439392915e-06
Ancestor-O1MA	N2	597	O1MA	223	2874	1	deletions	3	2.3404514262711e-06
Ancestor-O1MA	N2	597	O1MA	223	2874	3	insertions	1	7.801504754237e-07
Ancestor-O1MA	N2	597	O1MA	223	2874	1	substitutions	14	1.09221066559318e-05
Ancestor-O1MA	N2	598	O1MA	223	2835	1	deletions	5	3.95441352093071e-06
Ancestor-O1MA	N2	598	O1MA	223	2835	2	deletions	5	3.95441352093071e-06
Ancestor-O1MA	N2	598	O1MA	223	2835	1	insertions	1	7.90882704186142e-07
Ancestor-O1MA	N2	598	O1MA	223	2835	2	insertions	3	2.37264811255843e-06
Ancestor-O1MA	N2	598	O1MA	223	2835	3	insertions	1	7.90882704186142e-07
Ancestor-O1MA	N2	598	O1MA	223	2835	1	substitutions	14	1.1072357858606e-05
Ancestor-O1MA	N2	598	O1MA	223	2835	2	substitutions	1	7.90882704186142e-07
Ancestor-O1MA	N2	598	O1MA	223	2835	3	substitutions	1	7.90882704186142e-07
Ancestor-O1MA	N2	598	O1MA	223	2835	5	substitutions	1	7.90882704186142e-07
Ancestor-O1MA	N2	502	O1MA	239	2901	Motif sizes 1-6	deletions	4	2.88459180862464e-06
Ancestor-O1MA	N2	502	O1MA	239	2901	Motif sizes 1-6	insertions	2	1.44229590431232e-06
Ancestor-O1MA	N2	502	O1MA	239	2901	Motif sizes 1-6	substitutions	17	1.22595151866547e-05
Ancestor-O1MA	N2	503	O1MA	236	2894	Motif sizes 1-6	deletions	6	4.39248942874211e-06
Ancestor-O1MA	N2	503	O1MA	236	2894	Motif sizes 1-6	insertions	2	1.46416314291404e-06
Ancestor-O1MA	N2	503	O1MA	236	2894	Motif sizes 1-6	substitutions	15	1.09812235718553e-05
Ancestor-O1MA	N2	504	O1MA	212	2992	Motif sizes 1-6	deletions	3	2.36479669054586e-06
Ancestor-O1MA	N2	504	O1MA	212	2992	Motif sizes 1-6	insertions	2	1.57653112703057e-06
Ancestor-O1MA	N2	504	O1MA	212	2992	Motif sizes 1-6	substitutions	14	1.1035717889214e-05
Ancestor-O2MA	N2	504.03	O2MA	357	2856	Motif sizes 1-6	deletions	8	3.92313788260402e-06
Ancestor-O2MA	N2	504.03	O2MA	357	2856	Motif sizes 1-6	insertions	5	2.45196117662751e-06
Ancestor-O2MA	N2	504.03	O2MA	357	2856	Motif sizes 1-6	substitutions	16	7.84627576520804e-06
Ancestor-O2MA	N2	504.1	O2MA	355	2924	Motif sizes 1-6	deletions	9	4.33517658619294e-06
Ancestor-O2MA	N2	504.1	O2MA	355	2924	Motif sizes 1-6	insertions	4	1.92674514941909e-06
Ancestor-O2MA	N2	504.1	O2MA	355	2924	Motif sizes 1-6	substitutions	17	8.18866688503112e-06
Ancestor-O2MA	N2	504.15	O2MA	359	2642	Motif sizes 1-6	deletions	19	1.00160467612322e-05
Ancestor-O2MA	N2	504.15	O2MA	359	2642	Motif sizes 1-6	insertions	4	2.10864142341731e-06
Ancestor-O2MA	N2	504.15	O2MA	359	2642	Motif sizes 1-6	substitutions	20	1.05432071170865e-05
Ancestor-O2MA	N2	504.23	O2MA	358	2909	Motif sizes 1-6	deletions	16	7.6818043021945e-06
Ancestor-O2MA	N2	504.23	O2MA	358	2909	Motif sizes 1-6	insertions	7	3.36078938221009e-06
Ancestor-O2MA	N2	504.23	O2MA	358	2909	Motif sizes 1-6	substitutions	19	9.12214260885597e-06
Ancestor-O2MA	N2	504.3	O2MA	355	2895	Motif sizes 1-6	deletions	9	4.37860322557104e-06
Ancestor-O2MA	N2	504.3	O2MA	355	2895	Motif sizes 1-6	insertions	5	2.43255734753947e-06
Ancestor-O2MA	N2	504.3	O2MA	355	2895	Motif sizes 1-6	substitutions	19	9.24371792064998e-06
Ancestor-O1MA	N2	505	O1MA	235	2827	Motif sizes 1-6	deletions	6	4.5157260158502e-06
Ancestor-O1MA	N2	505	O1MA	235	2827	Motif sizes 1-6	insertions	3	2.2578630079251e-06
Ancestor-O1MA	N2	505	O1MA	235	2827	Motif sizes 1-6	substitutions	15	1.12893150396255e-05
Ancestor-O1MA	N2	508	O1MA	214	2978	Motif sizes 1-6	deletions	4	3.1382788423517e-06
Ancestor-O1MA	N2	508	O1MA	214	2978	Motif sizes 1-6	insertions	2	1.56913942117585e-06
Ancestor-O1MA	N2	508	O1MA	214	2978	Motif sizes 1-6	substitutions	16	1.25531153694068e-05
Ancestor-O2MA	N2	508.25	O2MA	353	2942	Motif sizes 1-6	deletions	9	4.33306436237514e-06
Ancestor-O2MA	N2	508.25	O2MA	353	2942	Motif sizes 1-6	insertions	4	1.92580638327784e-06
Ancestor-O2MA	N2	508.25	O2MA	353	2942	Motif sizes 1-6	substitutions	20	9.62903191638919e-06
Ancestor-O2MA	N2	508.3	O2MA	360	2621	Motif sizes 1-6	deletions	18	9.5383441434567e-06
Ancestor-O2MA	N2	508.3	O2MA	360	2621	Motif sizes 1-6	insertions	4	2.11963203187927e-06
Ancestor-O2MA	N2	508.3	O2MA	360	2621	Motif sizes 1-6	substitutions	20	1.05981601593963e-05
Ancestor-O2MA	N2	508.34	O2MA	353	2723	Motif sizes 1-6	deletions	22	1.1443802088806e-05
Ancestor-O2MA	N2	508.34	O2MA	353	2723	Motif sizes 1-6	insertions	4	2.08069128887382e-06
Ancestor-O2MA	N2	508.34	O2MA	353	2723	Motif sizes 1-6	substitutions	18	9.36311079993217e-06
Ancestor-O2MA	N2	508.35	O2MA	350	2880	Motif sizes 1-6	deletions	12	5.95238095238095e-06
Ancestor-O2MA	N2	508.35	O2MA	350	2880	Motif sizes 1-6	insertions	4	1.98412698412698e-06
Ancestor-O2MA	N2	508.35	O2MA	350	2880	Motif sizes 1-6	substitutions	16	7.93650793650794e-06
Ancestor-O2MA	N2	508.37	O2MA	350	2583	Motif sizes 1-6	deletions	14	7.74293457220286e-06
Ancestor-O2MA	N2	508.37	O2MA	350	2583	Motif sizes 1-6	insertions	4	2.21226702062939e-06
Ancestor-O2MA	N2	508.37	O2MA	350	2583	Motif sizes 1-6	substitutions	13	7.18986781704552e-06
Ancestor-O1MA	N2	509	O1MA	243	2808	Motif sizes 1-6	deletions	6	4.39660933488094e-06
Ancestor-O1MA	N2	509	O1MA	243	2808	Motif sizes 1-6	insertions	8	5.86214577984125e-06
Ancestor-O1MA	N2	509	O1MA	243	2808	Motif sizes 1-6	substitutions	41	3.00434971216864e-05
Ancestor-O1MA	N2	511	O1MA	229	2580	Motif sizes 1-6	deletions	13	1.10016587116211e-05
Ancestor-O1MA	N2	511	O1MA	229	2580	Motif sizes 1-6	insertions	8	6.77025151484378e-06
Ancestor-O1MA	N2	511	O1MA	229	2580	Motif sizes 1-6	substitutions	38	3.21586946955079e-05
Ancestor-O1MA	N2	512	O1MA	230	2742	Motif sizes 1-6	deletions	45	3.56769099039102e-05
Ancestor-O1MA	N2	512	O1MA	230	2742	Motif sizes 1-6	insertions	37	2.9334348143215e-05
Ancestor-O1MA	N2	512	O1MA	230	2742	Motif sizes 1-6	substitutions	28	2.2198966162433e-05
Ancestor-O1MA	N2	513	O1MA	242	2856	Motif sizes 1-6	deletions	5	3.61714933907447e-06
Ancestor-O1MA	N2	513	O1MA	242	2856	Motif sizes 1-6	insertions	10	7.23429867814895e-06
Ancestor-O1MA	N2	513	O1MA	242	2856	Motif sizes 1-6	substitutions	19	1.3745167488483e-05
Ancestor-O1MA	N2	514	O1MA	241	2894	Motif sizes 1-6	deletions	3	2.15067947133431e-06
Ancestor-O1MA	N2	514	O1MA	241	2894	Motif sizes 1-6	insertions	4	2.86757262844575e-06
Ancestor-O1MA	N2	514	O1MA	241	2894	Motif sizes 1-6	substitutions	25	1.79223289277859e-05
Ancestor-O1MA	N2	516	O1MA	218	2921	Motif sizes 1-6	deletions	3	2.35560901915581e-06
Ancestor-O1MA	N2	516	O1MA	218	2921	Motif sizes 1-6	insertions	3	2.35560901915581e-06
Ancestor-O1MA	N2	516	O1MA	218	2921	Motif sizes 1-6	substitutions	9	7.06682705746744e-06
Ancestor-O1MA	N2	520	O1MA	244	2843	Motif sizes 1-6	deletions	8	5.76624784486487e-06
Ancestor-O1MA	N2	520	O1MA	244	2843	Motif sizes 1-6	insertions	2	1.44156196121622e-06
Ancestor-O1MA	N2	520	O1MA	244	2843	Motif sizes 1-6	substitutions	17	1.22532766703378e-05
Ancestor-O1MA	N2	522	O1MA	234	2926	Motif sizes 1-6	deletions	10	7.30263888158625e-06
Ancestor-O1MA	N2	522	O1MA	234	2926	Motif sizes 1-6	insertions	2	1.46052777631725e-06
Ancestor-O1MA	N2	522	O1MA	234	2926	Motif sizes 1-6	substitutions	16	1.1684222210538e-05
Ancestor-O2MA	N2	522.04	O2MA	382	2857	Motif sizes 1-6	deletions	15	6.87207135225871e-06
Ancestor-O2MA	N2	522.04	O2MA	382	2857	Motif sizes 1-6	insertions	5	2.2906904507529e-06
Ancestor-O2MA	N2	522.04	O2MA	382	2857	Motif sizes 1-6	substitutions	19	8.70462371286104e-06
Ancestor-O2MA	N2	522.12	O2MA	382	2896	Motif sizes 1-6	deletions	21	9.49133666946284e-06
Ancestor-O2MA	N2	522.12	O2MA	382	2896	Motif sizes 1-6	insertions	4	1.80787365132626e-06
Ancestor-O2MA	N2	522.12	O2MA	382	2896	Motif sizes 1-6	substitutions	15	6.77952619247346e-06
Ancestor-O2MA	N2	522.22	O2MA	382	2988	Motif sizes 1-6	deletions	9	3.94247145650666e-06
Ancestor-O2MA	N2	522.22	O2MA	382	2988	Motif sizes 1-6	insertions	1	4.38052384056295e-07
Ancestor-O2MA	N2	522.22	O2MA	382	2988	Motif sizes 1-6	substitutions	14	6.13273337678813e-06
Ancestor-O2MA	N2	522.32	O2MA	383	2915	Motif sizes 1-6	deletions	12	5.37420114739195e-06
Ancestor-O2MA	N2	522.32	O2MA	383	2915	Motif sizes 1-6	insertions	5	2.23925047807998e-06
Ancestor-O2MA	N2	522.32	O2MA	383	2915	Motif sizes 1-6	substitutions	17	7.61345162547192e-06
Ancestor-O1MA	N2	523	O1MA	243	2565	Motif sizes 1-6	deletions	38	3.04831580551745e-05
Ancestor-O1MA	N2	523	O1MA	243	2565	Motif sizes 1-6	insertions	30	2.40656510961904e-05
Ancestor-O1MA	N2	523	O1MA	243	2565	Motif sizes 1-6	substitutions	29	2.32634627263174e-05
Ancestor-O1MA	N2	524	O1MA	234	2814	Motif sizes 1-6	deletions	25	1.89832279384518e-05
Ancestor-O1MA	N2	524	O1MA	234	2814	Motif sizes 1-6	insertions	14	1.0630607645533e-05
Ancestor-O1MA	N2	524	O1MA	234	2814	Motif sizes 1-6	substitutions	28	2.1261215291066e-05
Ancestor-O1MA	N2	525	O1MA	224	2915	Motif sizes 1-6	deletions	5	3.82871845135996e-06
Ancestor-O1MA	N2	525	O1MA	224	2915	Motif sizes 1-6	insertions	1	7.65743690271992e-07
Ancestor-O1MA	N2	525	O1MA	224	2915	Motif sizes 1-6	substitutions	14	1.07204116638079e-05
Ancestor-O1MA	N2	526	O1MA	236	2784	Motif sizes 1-6	deletions	22	1.67421585817261e-05
Ancestor-O1MA	N2	526	O1MA	236	2784	Motif sizes 1-6	insertions	20	1.52201441652055e-05
Ancestor-O1MA	N2	526	O1MA	236	2784	Motif sizes 1-6	substitutions	29	2.2069209039548e-05
Ancestor-O1MA	N2	529	O1MA	243	2917	Motif sizes 1-6	deletions	6	4.23232053902834e-06
Ancestor-O1MA	N2	529	O1MA	243	2917	Motif sizes 1-6	insertions	3	2.11616026951417e-06
Ancestor-O1MA	N2	529	O1MA	243	2917	Motif sizes 1-6	substitutions	22	1.55185086431039e-05
Ancestor-O1MA	N2	530	O1MA	243	2910	Motif sizes 1-6	deletions	3	2.12125068940647e-06
Ancestor-O1MA	N2	530	O1MA	243	2910	Motif sizes 1-6	substitutions	15	1.06062534470324e-05
Ancestor-O1MA	N2	531	O1MA	233	2901	Motif sizes 1-6	deletions	5	3.69859142844039e-06
Ancestor-O1MA	N2	531	O1MA	233	2901	Motif sizes 1-6	insertions	1	7.39718285688079e-07
Ancestor-O1MA	N2	531	O1MA	233	2901	Motif sizes 1-6	substitutions	16	1.18354925710093e-05
Ancestor-O1MA	N2	532	O1MA	244	2997	Motif sizes 1-6	deletions	3	2.05123155942828e-06
Ancestor-O1MA	N2	532	O1MA	244	2997	Motif sizes 1-6	insertions	1	6.8374385314276e-07
Ancestor-O1MA	N2	532	O1MA	244	2997	Motif sizes 1-6	substitutions	16	1.09399016502842e-05
Ancestor-O1MA	N2	536	O1MA	238	2833	Motif sizes 1-6	deletions	3	2.22468090660196e-06
Ancestor-O1MA	N2	536	O1MA	238	2833	Motif sizes 1-6	insertions	1	7.41560302200654e-07
Ancestor-O1MA	N2	536	O1MA	238	2833	Motif sizes 1-6	substitutions	15	1.11234045330098e-05
Ancestor-O1MA	N2	537	O1MA	243	2932	Motif sizes 1-6	deletions	16	1.12284483968583e-05
Ancestor-O1MA	N2	537	O1MA	243	2932	Motif sizes 1-6	insertions	3	2.10533407441093e-06
Ancestor-O1MA	N2	537	O1MA	243	2932	Motif sizes 1-6	substitutions	16	1.12284483968583e-05
Ancestor-O2MA	N2	537.13	O2MA	389	2981	Motif sizes 1-6	deletions	7	3.01825874066172e-06
Ancestor-O2MA	N2	537.13	O2MA	389	2981	Motif sizes 1-6	insertions	3	1.2935394602836e-06
Ancestor-O2MA	N2	537.13	O2MA	389	2981	Motif sizes 1-6	substitutions	16	6.89887712151251e-06
Ancestor-O2MA	N2	537.24	O2MA	393	2986	Motif sizes 1-6	deletions	6	2.55645940598109e-06
Ancestor-O2MA	N2	537.24	O2MA	393	2986	Motif sizes 1-6	insertions	1	4.26076567663515e-07
Ancestor-O2MA	N2	537.24	O2MA	393	2986	Motif sizes 1-6	substitutions	14	5.96507194728922e-06
Ancestor-O2MA	N2	537.25	O2MA	390	2991	Motif sizes 1-6	deletions	6	2.57181801815704e-06
Ancestor-O2MA	N2	537.25	O2MA	390	2991	Motif sizes 1-6	insertions	1	4.28636336359506e-07
Ancestor-O2MA	N2	537.25	O2MA	390	2991	Motif sizes 1-6	substitutions	14	6.00090870903308e-06
Ancestor-O2MA	N2	537.44	O2MA	393	2993	Motif sizes 1-6	deletions	6	2.55048038298013e-06
Ancestor-O2MA	N2	537.44	O2MA	393	2993	Motif sizes 1-6	insertions	1	4.25080063830022e-07
Ancestor-O2MA	N2	537.44	O2MA	393	2993	Motif sizes 1-6	substitutions	13	5.52604082979029e-06
Ancestor-O2MA	N2	537.45	O2MA	392	2918	Motif sizes 1-6	deletions	16	6.99388734246269e-06
Ancestor-O2MA	N2	537.45	O2MA	392	2918	Motif sizes 1-6	insertions	7	3.05982571232743e-06
Ancestor-O2MA	N2	537.45	O2MA	392	2918	Motif sizes 1-6	substitutions	17	7.43100530136661e-06
Ancestor-O1MA	N2	540	O1MA	194	2831	Motif sizes 1-6	deletions	5	4.55195970969422e-06
Ancestor-O1MA	N2	540	O1MA	194	2831	Motif sizes 1-6	insertions	4	3.64156776775537e-06
Ancestor-O1MA	N2	540	O1MA	194	2831	Motif sizes 1-6	substitutions	17	1.54766630129603e-05
Ancestor-O1MA	N2	541	O1MA	238	2772	Motif sizes 1-6	deletions	41	3.10730352747159e-05
Ancestor-O1MA	N2	541	O1MA	238	2772	Motif sizes 1-6	insertions	22	1.66733360010671e-05
Ancestor-O1MA	N2	541	O1MA	238	2772	Motif sizes 1-6	substitutions	35	2.65257618198795e-05
Ancestor-O1MA	N2	542	O1MA	243	2898	Motif sizes 1-6	deletions	5	3.5500572269225e-06
Ancestor-O1MA	N2	542	O1MA	243	2898	Motif sizes 1-6	insertions	5	3.5500572269225e-06
Ancestor-O1MA	N2	542	O1MA	243	2898	Motif sizes 1-6	substitutions	13	9.23014878999849e-06
Ancestor-O1MA	N2	543	O1MA	243	2833	Motif sizes 1-6	deletions	15	1.08945278965281e-05
Ancestor-O1MA	N2	543	O1MA	243	2833	Motif sizes 1-6	insertions	13	9.44192417699105e-06
Ancestor-O1MA	N2	543	O1MA	243	2833	Motif sizes 1-6	substitutions	19	1.37997353356023e-05
Ancestor-O1MA	N2	544	O1MA	241	2837	Motif sizes 1-6	deletions	15	1.09694508107887e-05
Ancestor-O1MA	N2	544	O1MA	241	2837	Motif sizes 1-6	insertions	9	6.5816704864732e-06
Ancestor-O1MA	N2	544	O1MA	241	2837	Motif sizes 1-6	substitutions	18	1.31633409729464e-05
Ancestor-O1MA	N2	545	O1MA	244	2764	Motif sizes 1-6	deletions	18	1.33448791250504e-05
Ancestor-O1MA	N2	545	O1MA	244	2764	Motif sizes 1-6	insertions	13	9.63796825698085e-06
Ancestor-O1MA	N2	545	O1MA	244	2764	Motif sizes 1-6	substitutions	22	1.63104078195061e-05
Ancestor-O1MA	N2	546	O1MA	242	2852	Motif sizes 1-6	deletions	5	3.62222247980249e-06
Ancestor-O1MA	N2	546	O1MA	242	2852	Motif sizes 1-6	insertions	2	1.448888991921e-06
Ancestor-O1MA	N2	546	O1MA	242	2852	Motif sizes 1-6	substitutions	14	1.0142222943447e-05
Ancestor-O1MA	N2	547	O1MA	242	2946	Motif sizes 1-6	deletions	3	2.10398747706654e-06
Ancestor-O1MA	N2	547	O1MA	242	2946	Motif sizes 1-6	insertions	1	7.01329159022179e-07
Ancestor-O1MA	N2	547	O1MA	242	2946	Motif sizes 1-6	substitutions	14	9.8186082263105e-06
Ancestor-O2MA	N2	547.06	O2MA	384	2904	Motif sizes 1-6	deletions	9	4.03538223140496e-06
Ancestor-O2MA	N2	547.06	O2MA	384	2904	Motif sizes 1-6	insertions	3	1.34512741046832e-06
Ancestor-O2MA	N2	547.06	O2MA	384	2904	Motif sizes 1-6	substitutions	15	6.7256370523416e-06
Ancestor-O2MA	N2	547.18	O2MA	385	2929	Motif sizes 1-6	deletions	6	2.66036455862335e-06
